content,covid_final,other_final,covid,other,either
RT @bradc25: Adkins leads 3rd District GOP candidates in fundraising in first quarter; Weir supplements campaign with loan. https://t.co/yQUBHBxbuF via @sfstatejournal,0.0,0.0,False,False,False
RT @RepBillJohnson: This could have all been avoided if @SenSchumer and @SpeakerPelosi prioritized American small businesses and families over their own political agendas. https://t.co/FOeCg2BNVi,0.0,1.0,False,True,True
Speaker Pelosi claimed there’s “no data as to why we need” to keep funding #PPP for business &amp; @RepDavids joined Dems to stall efforts in order to push their radical agenda. #KS03 deserves a Rep who will work for the people to get our economy back on track - not a partisan agenda https://t.co/i8wznGNcZ1,0.0,1.0,False,True,True
RT @cottensj: Your party leaders literally blocked replenishing the PPP while you sat and did nothing. I’m sure your constituents would appreciate if you stood up to Schumer and Pelosi rather than just giving lip service. https://t.co/9IpTxJfFai,0.0,1.0,False,True,True
RT @HawleyMO: Hawley says protecting ‘every job’ should be new focus in coronavirus response https://t.co/1seLHiR6WG #FoxNews,0.0,0.0,False,False,False
"I've been talking w/ healthcare providers, businesses, &amp; lenders and posted a plan on #COVID19 . #KS03 businesses are suffering. Other states have plans to reopen the economy. WHERE IS THE PLAN to get KS back on track? KS deserves #builderbeliever leaders. https://t.co/BwXzyJrBGM",1.0,1.0,True,True,True
RT @amanda_adkins: Just got off a call with #KS03 professional women and mothers. They share this sentiment. Moms hold hopes for the future of their kids. https://t.co/gJHCgCQ0aM,0.0,0.0,False,False,False
RT @amanda_adkins: #TakeOutTuesday in #KS03 is Jalapenos in Overland Park. Yum! https://t.co/9FFsVmTK7H,0.0,0.0,False,False,False
"RT @NRCC: .@sharicedavids and @ewarren are both backers of Medicare for all, so it's no surprise Warren endorsed her fellow socialist. #KS03 https://t.co/jCtnJgFjGv",0.0,1.0,False,True,True
"During this difficult time, we have seen an increase in domestic violence. Today, I dropped off food assistance at a shelter in #KS03 helping women &amp; kids who are victims of domestic violence. I encourage everyone in KC to get out &amp; help families and individuals who are suffering https://t.co/XTbdy10wEA",0.0,0.0,False,False,False
"You can find helpful domestic violence programs and resources on my website here:

https://t.co/7x2juwDI3X",0.0,0.0,False,False,False
@chelliepingree and @AOC pushing a bailout for Illegal Immigrants. Time for @RepGolden to denounce that effort or let Mainers know that he stands with the Squad. #mepolitics https://t.co/s1YCQa8BlZ,0.0,1.0,False,True,True
@Mathews1854 @RealJamesWoods @Mathews1854 was ahead of the curve. Maine made is best made. Let’s support American manufacturing and hold China accountable! #mepolitics https://t.co/z6SR6T6Koy,0.0,1.0,False,True,True
Thank you @Hannaford! American companies are stepping up amidst a time of great uncertainty for public health and our economy. Thank you to the grocery stores and workers who are on the front lines! #mepolitics https://t.co/z3uRY1PTxp,0.0,0.0,False,False,False
"RT @megynkelly: CNN still pretends he is an objective news anchor (yeah, sure) while the msm recoils in horror at the bias of Fox/OANN, etc. Who do they think they’re kidding? https://t.co/JwkhpTUvgs",0.0,0.0,False,False,False
Thank you to the hard working associates keeping our families fed and supplied. We appreciate everything you are doing! https://t.co/RF2h78ND9s,0.0,0.0,False,False,False
There is absolutely bias in the media. #mepolitics https://t.co/ORKI2d2iC7,0.0,0.0,False,False,False
"Time to begin socialist distancing.
#maga #KAG2020 

https://t.co/dnfkgjszTw",0.0,0.0,False,False,False
I’d personally like to invite the @BernieSanders supporters in Maine to support @realDonaldTrump. He is a man who is also fighting the establishment and putting government back to work for the working class. There is more that unites us than divides us. #mepolitics https://t.co/CKL4zJTnJb,0.0,0.0,False,False,False
"Everyone knows that small businesses need more funding to deliver the help that Congress promised but @RepGolden agrees that Dems should block this funding until they can extract more money for political priorities. Sad! #mepolitics 
https://t.co/LOWC4LW8xP",0.0,1.0,False,True,True
Definitely @MaineNordiques - vote Fox &amp; Green! https://t.co/51BzBClTTi,0.0,0.0,False,False,False
"RT @ComfortablySmug: Man, Biden is gonna get crushed https://t.co/Nu63fqNP8g",0.0,0.0,False,False,False
Time for @RepGolden to break w/ leadership &amp; call for more funding before the program runs out of money. ME businesses were made a promise to keep them afloat. @RepGolden should stop playing politics. Congress must keeps its word to ME’s small businesses &amp; employees #mepolitics https://t.co/UbYTfes0LO,0.0,0.0,False,False,False
RT @GOPLeader: RT to tell Democrats to stop playing politics with the pandemic.,1.0,0.0,True,False,True
@GovJanetMills should rescind her Executive Order distributing unlimited numbers of taxpayer-funded needles for illegal drug use. I oppose similar policies championed by @SenatorBrakey to designate state-approved locations for illegal drug use. #mepolitics https://t.co/kC1lCEydWQ,0.0,1.0,False,True,True
@GovJanetMills and @SenatorBrakey embrace dangerous policies that put Maine lives at risk. It is reckless to hand out free needles w/ no strings attached or designate locations where law enforcement is asked to turn a blind eye to heroin use. #mepolitics,0.0,1.0,False,True,True
"We need policies that enforce our laws and keep Mainers alive, not that enable substance abuse. We need to connect people who are addicted to drugs to proven treatment, including faith-based recovery programs. #mepolitics",0.0,1.0,False,True,True
"@GovJanetMills is exploiting the pandemic to adopt radical policies using ME tax dollars to enable opioid use. The coronavirus is not an excuse to enact Brakey-Mills Drug Policies to sanction illicit drug use, likely leading to government-assisted overdose deaths #mepolitics",1.0,0.0,True,False,True
"RT @Astro_Jessica: Chris Cassidy and I are excited to speak to students and educators in our home state of #Maine today, with @SenatorCollins and @SenAngusKing. Thank you @ChallengerCtr and @mainespacegrant Consortium. https://t.co/W3Z0YM6ZLD",0.0,0.0,False,False,False
Maine is Trump Country! Great job by Larry Tardiff in Lewiston putting our latest snow storm to good use! Can’t wait to re-elect @realDonaldTrump with Maine’s electoral votes! #Trump2020 #KAG2020 #MAGA #snow #thenorthremembers https://t.co/aC3BgSogq2,0.0,0.0,False,False,False
Thank you @realDonaldTrump &amp; AG Barr for providing  guidance to ensure religious liberties will be respected during these times. @TheJusticeDept makes clear that practice of religion may not be specifically targeted for restriction. So important! #mepolitics #firstamendment https://t.co/AvmKAB6fOq,0.0,0.0,False,False,False
"RT @SteveScalise: Let's be clear: Schumer &amp; Pelosi are BLOCKING additional funding for the bipartisan Paycheck Protection Program—a critical lifeline that's WORKING for American workers &amp; small biz—so they can once again play petty partisan games &amp; push their unrelated far-left agenda.

SHAMEFUL.",0.0,1.0,False,True,True
I support @realDonaldTrump’s decision to suspend funding to the @WHO pending a review. American taxpayers demand accountability. Int’l organizations can no longer aid &amp; abet China’s bad behavior. No funding until there is accountability. Let’s get to the bottom of it! #mepolitics https://t.co/ShXr2uPdfi,0.0,1.0,False,True,True
Shocked and saddened to learn of the explosion at the Androscoggin Mill in Jay. Praying for all those at the mill and for the men and women rushing into harm's way as first responders. We are in this together. https://t.co/XoRtFA1OSR,0.0,0.0,False,False,False
Paycheck Protection Program is already helping Maine small businesses. It has run out of money bc @RepGolden &amp; the Dems will not give it a clean up or down vote. For those unable to reopen or rehire employees: Jared Golden blocked this lifeline #mepolitics https://t.co/npRGgYbiEe,0.0,1.0,False,True,True
Agree. This tweet has definitely aged well. #mepolitics https://t.co/GH4tqvYrKi,0.0,0.0,False,False,False
@RepGolden should do the right thing - stand up to @SpeakerPelosi and @SenSchumer to demand this program get funded now. Otherwise he is complicit in putting Maine businesses out of business and destroying jobs. Outrageous! #mepolitics https://t.co/7VF3UYIkhp,0.0,1.0,False,True,True
RT @realDonaldTrump: https://t.co/lmb1H6I6en,0.0,0.0,False,False,False
RT @GOPLeader: Apparently the Speaker of the House thinks it's more important to showcase her freezer full of gourmet ice cream than to fund paychecks for millions of Americans who are at risk of losing their jobs. https://t.co/ukI1LMXqe2,0.0,0.0,False,False,False
RT @JonWGME: “1 careful step at a time” — @realDonaldTrump says “restoring economic life” will happen in 3 phases,0.0,0.0,False,False,False
"@GovJanetMills’ Department of Labor is denying self-employed Mainers claims for uninsurable benefits even though they are now eligible. People who have lost their incomes cannot afford to wait weeks for the state to get its act together.  #mepolitics 
https://t.co/vKBjdCbhwP",0.0,0.0,False,False,False
"Other states were able to implement the changes swiftly. Maine must act swiftly to help the self-employed as it was authorized and funded by Congress to do. Every day that Maine waits, the self employed are struggling.",0.0,0.0,False,False,False
"We need to send a clear message to 
@GovJanetMills that we cannot close down our state indefinitely. The time has come for a plan to reopen. Maine needs strong leadership to save our jobs and reopen our economy. #mepolitics #ReOpenMaine https://t.co/ZtJHUHKKYJ",1.0,0.0,True,False,True
#ReOpenMaine - thank you @CoryJaysonReyn1 https://t.co/82tNLVmTdJ,0.0,0.0,False,False,False
RT @janesmi11600576: #reopenmaine https://t.co/RZvq6xtpdg,0.0,0.0,False,False,False
Cutest protester I have seen all day. Maine needs a plan to get our small businesses back to work safely and #ReOpenMaine. @POTUS has provided a road map. Maine should lead! #mepolitics https://t.co/G62s94zYQU,1.0,0.0,True,False,True
Victoria Bucklin and I agree that it is time for a plan to #ReOpenMaine (and for a plan to bring back the @1901MaineFlag) #mepolitics https://t.co/LLh7teCbDR,0.0,0.0,False,False,False
Great news! We must get Americans back to work and put Americans first! https://t.co/Q79HoUmYbf,0.0,0.0,False,False,False
💯 https://t.co/C6Brb8IoG9,0.0,0.0,False,False,False
"I agree w/ AG William Barr on the @hughhewitt show this AM - it’s time to identify whether businesses can operate safely according to @CDCgov guidelines. If they can, get them running. No more letting @GovJanetMills arbitrarily decide what is “essential” #mepolitics #reopenmaine https://t.co/WZCZH3M443",1.0,0.0,True,False,True
"Wealthy @Harvard has one of the LARGEST ENDOWMENTS in the world (BILLIONS)! They must return the millions they took from US taxpayers. They say they will  use it for financial aid, but many of those students are from OTHER countries. Some are undocumented! Give it back!  #harvard https://t.co/B6sI3hk9tw",0.0,1.0,False,True,True
"RT @AdrienneMaine: Wealthy @Harvard has one of the LARGEST ENDOWMENTS in the world (BILLIONS)! They must return the millions they took from US taxpayers. They say they will  use it for financial aid, but many of those students are from OTHER countries. Some are undocumented! Give it back!  #harvard https://t.co/B6sI3hk9tw",0.0,1.0,False,True,True
Harvard should not be getting MILLIONS while Maine hairdressers and lobstermen can't even collect unemployment! #mepolitics #harvard #giveitback https://t.co/axwBSSmYeD,0.0,0.0,False,False,False
RT @realDonaldTrump: Harvard should give back the money now. Their whole “endowment” system should be looked at! https://t.co/LcjOcsnCWT,0.0,0.0,False,False,False
"Despite what left-wing media would have you believe, President Trump has showed leadership &amp; concern for the health &amp; safety of Americans. From banning travel from China &amp; Europe to building hospitals @realDonaldTrump has taken action to keep us safe!
https://t.co/2Ta7IyamFq",1.0,0.0,True,False,True
"RT @realDonaldTrump: We did it once, we will quickly do it a second time! https://t.co/iSHk0JIMSV",0.0,0.0,False,False,False
@RepGolden is failing Mainers. I look forward to defeating him in November so that Mainers will once again have a champion and @realDonaldTrump will have an ally to put Mainers and Americans First. #GoodbyeGolden #TakeBackMaine #mepolitics https://t.co/bNmvtwroSL,0.0,0.0,False,False,False
"Under the leadership of @realDonaldTrump, the full power of the Federal Government is being deployed to help the states @fema has sent $12.4 million to fund Emergency Protective Measures - PPE sent to @femaregion1 Thank  you @POTUS #mepolitics #COVID19 #TakeBackMaine https://t.co/bYLzqVHCmy",1.0,0.0,True,False,True
"visit https://t.co/43aDGvXJXp for suggestions of dealing with Emergencies of this type.   It is a collection of info from Federal, State and private and then some...",0,0,False,False,False
Here’s why I’m suing Gretchen Whitmer and Jocelyn Benson in federal court. It is more important now than ever to protect our constitutional rights!! #MI11  #GOP https://t.co/VBWCyIfnbC,0,0,False,False,False
"RT @GOPLeader: China lied to the world.

If the Chinese Communist Party would have allowed our scientists, our researchers, and our doctors in at the very beginning, we perhaps could have contained the coronavirus so that the rest of the world wouldn’t have to suffer. https://t.co/iyGVc1cirS",0,0,False,False,False
RT @TJErickson: You forgot to mention one other change: breaking House rules in fundraising solicitations. https://t.co/8tHUeQE145,0,0,False,False,False
"In Lawsuit, @GovWhitmer  and Secretary @JocelynBenson Offer Unconstitutional Bribe.

#MI11 #EsshakiforCongress

https://t.co/40tpUQ0nrP",0,0,False,False,False
"Getting some national attention:
""it violates his rights guaranteed by the First and Fourteenth amendments of the Constitution, before the April 21 deadline and ahead of the August 4 primary.""
https://t.co/Es2ncqoRYw",0,0,False,False,False
"""This is how worried Gov. Whitmer and Secretary of State Jocelyn Benson are about my lawsuit.” “They sent an offer to create a special and likely unconstitutional loophole for me, in return for allowing their unconstitutional policy to remain unchallenged."" #MI11 https://t.co/OLfzDYMq61",0,0,False,False,False
Michigan lawyer says Stay Home order prevents him from collecting signatures to run for office | FOX 2 Detroit https://t.co/DSabXgoOIc,0,0,False,False,False
Haley Stevens disingenuous politics continues. She backed the Pelosi delay of this program by a week to put funding in for an Opera House.  Now she backs Pelosi obstructing this moving by unanimous consent.  #politicsisbroken Stevens is part of the problem. https://t.co/Rya5iBFItF,0,0,False,False,False
"@scarmody Esshaki Defeats Whitmer in Federal Court. 
Esshaki said “Today was a victory for protecting our Constitutional Rights. It was a direct rebuke against Governor Whitmer’s partisan actions seeking unlimited power.”",0,0,False,False,False
"@jonathanoosting Esshaki Defeats Whitmer in Federal Court. 
Esshaki said “Today was a victory for protecting our Constitutional Rights. It was a direct rebuke against Governor Whitmer’s partisan actions seeking unlimited power.”",0,0,False,False,False
"@ZachGorchow Esshaki Defeats Whitmer in Federal Court. 
Esshaki said “Today was a victory for protecting our Constitutional Rights. It was a direct rebuke against Governor Whitmer’s partisan actions seeking unlimited power.”",0,0,False,False,False
"@GongwerMichigan Esshaki Defeats Whitmer in Federal Court. 
Esshaki said “Today was a victory for protecting our Constitutional Rights. It was a direct rebuke against Governor Whitmer’s partisan actions seeking unlimited power.”",0,0,False,False,False
"@scarmody @MichiganRadio Esshaki Defeats Whitmer in Federal Court. 
Esshaki said “Today was a victory for protecting our Constitutional Rights. It was a direct rebuke against Governor Whitmer’s partisan actions seeking unlimited power.”",0,0,False,False,False
Today we won in court! Federal Judge STOPPED @GovWhitmer unconstitutional overreach and attempt to steal election. Freedom wins. Constitution wins. @GOP wins. We will win this fall with @realdonaldtrump #Mi11,0,0,False,False,False
"@JocelynBenson @GovWhitmer Care to revise this statement since your position has been found unconstitutional? #mi11
https://t.co/XpqjNvkSAB",0,0,False,False,False
"RT @NRCC: Supreme Leader @GovWhitmer may be able to ban lawn chairs, car seats &amp; fishing in Michigan, but she can’t ban Republican @EsshakiCongress from running against unhinged @HaleyLive! #MI11 

https://t.co/Fkc3zcHmTi",0,1,False,True,True
"Show Whitmer and the LEFT that grassroots America opposes her attempt to steal the election.
We beat her in court!  
Even an Obama Judge said her actions were UNCONSTITUTIONAL. We will win this fall with @realdonaldtrump #Mi11
Join https://t.co/nMA3MYDHBU",0,1,False,True,True
Thank you to the person in the blue pick up who dropped off the petition signatures in my mail box. The grass roots is mobilizing.,0,0,False,False,False
"Governor Whitmer is enraged that the Federal Court limited her unconstitutional power grab to keep candidates off the ballot. Her partisan games go on. She is now appealing. The time is now to protect the constitution.

https://t.co/JjAoCbVSeL

https://t.co/nMA3MYDHBU",0,1,False,True,True
@jonathanoosting Governor Whitmer is enraged that the Federal Court limited her unconstitutional power grab to keep candidates off the ballot. Her partisan games go on. She is now appealing. The time is now to protect the constitution.,0,0,False,False,False
"“My court win wasn’t just for me. It was for the Constitution,” says Esshaki. “But this is what big government does. They seek out the little guy to punish them.”
Now Whitmer is counterattacking
https://t.co/eQ4PlOJy2p",0,0,False,False,False
"@GovWhitmer Just going to leave this here:
Do not violate the Constitution. That’s a bad idea.                                           https://t.co/5oDHjO6VeT",0,0,False,False,False
"TWO federal court victories against Whitmer’s unconstitutional power grab. #Mi11

This pattern of Whitmer abusing her power must stop.
 
https://t.co/DA6gxZVO2H",0,1,False,True,True
"Whitmer’s legal arguments twist, turn, and change. She is acting from spite not common sense or law to violate the constitution. She abused government contracting to aid her political allies and hired political consultants at government expense. This must stop.",0,1,False,True,True
This puff piece ignores that an Obama appointed judge just ruled @GovWhitmer violated the 1st and 14th amendments. #FakeNews https://t.co/hriili9WkI,0,0,False,False,False
"I joined @foxandfriends yesterday morning to discuss New Jersey and Coronavirus response. 
https://t.co/DWv41wt1eM",0,0,False,False,False
"South Jersey now has several Coronavirus testing sites. These locations are for residents of the counties, by appointment and having met certain criteria for testing. We will keep you posted as additional sites open.
https://t.co/QVMv86Wa1X",0,0,False,False,False
Shore Congressmen introduce bill to help struggling residents and businesses https://t.co/so7tXBuEKx @wobm @RepChrisSmith,0,0,False,False,False
"While we have passed historic legislation to save our nation, we must continue to refine what we have done so that every person impacted by this pandemic can see benefit. https://t.co/ycqp2OtrdZ",0,0,False,False,False
Van Drew Teams With Rio Grande Company to Donate Masks https://t.co/svANN7Pb3y via @heraldnews,0,0,False,False,False
https://t.co/oz7iO0tMwC,0,0,False,False,False
"Over the last few hours, storms and powerful winds have damaged huge areas of South Jersey, while we are in the midst of a public health crisis. I am asking the Governor to declare an immediate State of Emergency to help our community rebuild. We need the help now more than ever.",0,0,False,False,False
FYI https://t.co/mIwMGBZgyO,0,0,False,False,False
"White House, Democrats near deal to replenish small business relief funds https://t.co/64pjiIsS2D",0,0,False,False,False
"Our small businesses, those in healthcare, and the sick should be the only priority of legislation regarding Coronavirus.
https://t.co/A7q3IuyXMM",0,0,False,False,False
"DMOs help our economy thrive in South Jersey. We must include these groups in our legislation as they will help get our economy back to its feet when it is safe to be in public.
https://t.co/YHPg20fNTp",0,0,False,False,False
"Congress and the agencies we oversee must ensure these precious funds go to help those in need, not corporations or institutions that already have access to money. 
https://t.co/eqoDChAykE",0,0,False,False,False
"We have relied on China for far too long to provide cheap labor and goods at the expense of America and our workers. We must bring that supply-chain home and end the export gap we have; It’s time to hold China accountable for their actions.
https://t.co/bQKBY4j0kD",0,0,False,False,False
"RT @NJLaborDept: READY TO CERTIFY FOR WEEKLY BENEFITS? We've successfully restored all systems. View the most up-to-date schedule for the week of Monday, April 27. You can only certify benefits during the day(s) and time(s) assigned to your Social Security Number (SSN). https://t.co/QOPZxppcRy",0,0,False,False,False
"Team Kean pitched in at the @FAFoodPantry this past week, stocking shelves &amp; delivering fresh food to seniors across Hunterdon County. If you are able, please consider donating supplies or volunteering your time to this extraordinary mission https://t.co/bNutHgoJCK https://t.co/DE2kcriAnu",0.0,0.0,False,False,False
"RT @tomkean: @NJTVNews has joined with the @NJEA and the @NewJerseyDOE to create a new Learning Live program that will provide on-air instruction for kids in grades 3-6.

My thanks to all, including the 200 outstanding educators who volunteered for the programming.

https://t.co/NntoHCaM68",0.0,0.0,False,False,False
"RT @tomkean: The @NewJerseyEDA will launch the application for its Small Business Emergency Assistance Loan Program on Monday, April 13, at 9:00am.  

A link to the program application will be posted on the State’s COVID-19 Business Information Hub: https://t.co/Yv0ULP29Hw https://t.co/e8nVGGu3ge",0.0,0.0,False,False,False
"Wishing a happy, healthy Passover to everyone beginning their celebration tonight. In these challenging times, I hope you are able to find connection and community with your family and friends. Chag Pesach sameach. https://t.co/Ms2wr6WQ4R",0.0,0.0,False,False,False
"RT @tomkean: I had a discussion with Mary Robinson, Founder &amp; CEO of @ImagineaWorldNJ &amp; Connie Palmer, Clinical Training Director at Imagine regarding how the virus impacts our mental health.

Here is a clip from our conversation. Will share the full video tomorrow.

https://t.co/nht3GkLkmv",0.0,0.0,False,False,False
"I just finished talking to five constituents, checking in on their well-being, and making sure that we all get through this crisis safely. I now nominate Senator @KipBateman, Freeholder @SueSoloway, and Sheriff Jim Gannon to do the #MyCovid5 challenge! https://t.co/HCkaCWsd6y",0.0,0.0,False,False,False
"RT @tomkean: Throughout this pandemic, many have expressed their incredible range of feelings, including grief.

I turned to those who understand how to help identify and address grief.

@ImagineaWorldNJ provides grief support for children, families, and communities.

https://t.co/c7EYoRHDTf",0.0,0.0,False,False,False
"1 Peter 2:24 - “He himself bore our sins” in his body on the cross, so that we might die to sins and live for righteousness; “by his wounds you have been healed.”",0.0,0.0,False,False,False
#NewJersey is blessed with so many amazing restaurants and folks who are working hard to stay afloat during these difficult times. Please let me know who has helped you to take your mind off the news with some delicious food- and share pictures! https://t.co/xG91LQB1PH,0.0,0.0,False,False,False
"Have a happy and healthy Easter, from my family to yours. https://t.co/38i3qNPYDX",0.0,0.0,False,False,False
"The @NewJerseyEDA​’s Small Business Emergency Assistance Loan application will open TODAY, Monday, April 13, at 9:00 a.m.

The application is posted here: https://t.co/a6uh0jTOTC

For more information on the loans, click here: https://t.co/mUQcTnvFWC https://t.co/rhJvR4tuMM",0.0,0.0,False,False,False
"RT @tomkean: The @NewJerseyEDA’s Small Business Emergency Assistance Loan application will open TOMORROW, Monday, April 13, at 9:00 a.m. 

The application is posted here: https://t.co/PynBtCdXsP 

For more information on the loans, click here: https://t.co/fMddWyoNga https://t.co/tyTHAFsj0C",0.0,0.0,False,False,False
RT @tomkean: This legislation builds upon what we have learned during the current school closures and ensures that districts have clarity on the procedures for developing and implementing robust remote learning plans for future school years. https://t.co/LXfbFbU3Cv,0.0,0.0,False,False,False
"RT @tomkean: Without a variety of relief efforts, including this legislation, many small businesses will lack the financial resources to sustain the lengthy closure necessitated by the current pandemic.  https://t.co/z9MFQFM2Er",0.0,0.0,False,False,False
"""Our healthcare facilities and the dedicated doctors and nurses who provide critical care to patients have stepped up to respond to this emergent public health crisis, often without the resources they need to do their jobs effectively,” said Senator Kean (R-21). https://t.co/eg8MOh9R5U",0.0,0.0,False,False,False
https://t.co/PNgLCrFyKM,0.0,0.0,False,False,False
Last week Team Kean assembled and delivered over 150 snack packs to Arbor Terrace Mountainside.  Social distancing measures have impacted our seniors particularly hard.  Please take the time to reach out neighbor to neighbor and check on folks in your community. https://t.co/ZuvJzUyuhp,0.0,0.0,False,False,False
"Some great insight today on Fox Business, I'm a big fan of the guy Neil had on as a guest! https://t.co/Bwx3MC1iGY",0.0,0.0,False,False,False
Our campaign kicked off one year ago today- thank you all for the amazing support since then! #ThrowbackThursday #TBT https://t.co/1a0VptPUKr,0.0,0.0,False,False,False
"One year Kean for Congress Campaign Check In:

✅ Leading in the latest poll.
✅ Over 200 endorsements from across the district.
✅ $1.5 million in ad buy for the fall.

We're already at work put #NJ07 back on track, but we need you on our team- join us! https://t.co/hUeELF1IcZ https://t.co/eEPOYynqM6",0.0,0.0,False,False,False
"🎙🎙🎙Join Bridgewater Mayor Matt Moench and me for the first episode of Kitchen Table Talk! 

https://t.co/DXSLwOT8oG",0.0,0.0,False,False,False
It was such a pleasure yesterday to talk and drop off frozen meals to the wonderful First Responders at the Green Knoll Rescue Squad- Thank you for keeping your community safe! If you would like to donate to the Green Knolls Rescue Squad email info@gkrs.org or call (908) 722-8681 https://t.co/LrJxDJ2FnS,0.0,0.0,False,False,False
"Truly an inspiring story. Jack and his mom Marianne are doing what we all should hope to do, finding ways to help during these difficult times. Thank you both!
https://t.co/yZ9n5feFQE",0.0,0.0,False,False,False
Tomorrow’s a special day: it’s my dad's birthday. And I want you to be a part of a surprise we're preparing for him. Will you please take a moment to sign his birthday card and wish him a happy birthday? It would mean a lot to both of us to hear from you. https://t.co/RP2IBM0Xpd,0.0,0.0,False,False,False
"🎙🎙🎙Join Union HS Vice Principal Vincent Rettino &amp; me for the second episode of Kitchen Table Talk! We discuss educational continuity, free and reduced cost meal programs, and the challenges facing Families, Teachers, and Administrators in our schools. https://t.co/o4VIe6hyeA",0.0,0.0,False,False,False
Please let me know who you'd like to hear from in future episodes!,0.0,0.0,False,False,False
How are you celebrating #EarthDay? #EarthDay2020 https://t.co/dgIy78K0Be,0.0,0.0,False,False,False
"Something you might not know about me: I met my wife, Rhonda working at the EPA. Protecting the environment and open space has always been a passion of mine. Happy #EarthDay! #EarthDay2020 https://t.co/ABk7KO1pEX",0.0,0.0,False,False,False
"I'm LIVE with the @yrnf Chairman Rick Loughery now!
https://t.co/cVFeZOUAO1",0.0,0.0,False,False,False
"ICYMI: Check out my Interview with @yrnf Chairman @Rick_Loughery from last night!
https://t.co/NvnVbzNqOa",0.0,0.0,False,False,False
Here are a few of our favorite photos from the past year on the campaign trail! #TBT https://t.co/nQLtVyhjzr,0.0,0.0,False,False,False
"Helping our neighbors through hard times is second nature for us here in New Jersey. It's part of what it means to have New Jersey values.

In an effort to help our neighbors, Team Kean is launching a Food and Supply Collection drive across the district starting today, April 24th https://t.co/km1PtXCsLu",0.0,0.0,False,False,False
Please consider donating any of the food items or supplies that we're collecting!,0.0,0.0,False,False,False
If you are a farmer in NY please join me today as we talk about issues of how regulations due to  Covid-19 are hurting local family farms. @NYFarmBureau @DairyFarmerMag Protecting #ny19 family farms! https://t.co/hacSEIL0Xk,0.0,0.0,False,False,False
"RT @EliseStefanik: According to the data from NYS COVID-19 tracker by county, #NY21 counties only have received 1.67% of total tests statewide. 

This is unacceptable. 

New York is discussing shifting PPE &amp; ventilators, yet we have only had 1.67% of total statewide tests!

Need more tests Upstate.",0.0,0.0,False,False,False
"This is our moment and America is rising to it. We will prevail as we have before in times of crisis. We bounced back after every war, every natural disaster, and every financial crisis — and we will again with the China Virus. We got this. https://t.co/XOrw2WbHg3",0.0,0.0,False,False,False
RT @OlaHawatmeh: @cvpayne @RealDrGina @FoxBusiness @OlaForCongress https://t.co/GT0GHDAC1G,0.0,0.0,False,False,False
"Due to COVID-19, The American Red Cross is running dangerously low on blood donations. If you haven’t already, please make an appointment with the American Red Cross to safely donate blood today. Lives are counting on it. https://t.co/mu7k480UEJ https://t.co/361NeceVC9",0.0,0.0,False,False,False
Governor Cuomo released three convicted child rapists to control the spread of COVID-19. We cannot let radical left-wing politicians get away with using the COVID-19 pandemic as an excuse to carry out their radical agenda. The public is in enough danger already. https://t.co/UcLsaKMiNu,1.0,0.0,True,False,True
"RT @CATargetBot: NEW FEC F3
HAWATMEH, OLA (REP) #NY19

RCPT $260,602
EXPN $11,495
COH $254,379
https://t.co/3Y7vou20Ns https://t.co/aFCFgJ4eTR",0.0,0.0,False,False,False
"As a domestic abuse survivor, my heart breaks for all the women out there who are trapped in quarantine with an abusive partner and feel like they cannot escape. If someone you know needs help, please call the National Domestic Abuse hotline at 1-800-799-7233. https://t.co/HDWzUpQl5U",0.0,0.0,False,False,False
"While China was implementing lockdowns at the beginning of the year, President Trump was forced to fend off the Democrat’s partisan impeachment sham. Now, Democrats are calling the President “unprepared” because they prioritized politics over national security. https://t.co/RL129lqV53",1.0,0.0,True,False,True
"Now more than ever, every single one of us has a role in containing COVID-19 as we approach the pandemic’s peak. Our hospitals are still overwhelmed, so please: 

- Practice social distancing
- Practice good hygiene &amp; wash your hands
- Only leave home for essential errands https://t.co/6MiXF8BbKL",0.0,0.0,False,False,False
"The FDA was slow to approve life-saving medications; the CDC was slow to get test kits out; and the DHHS took too long to help the private sector develop tests. In Congress, I will continue the fight to slash red tape so in the next emergency, federal agencies don’t slow us down. https://t.co/eyYa6IXKUj",1.0,0.0,True,False,True
President Trump is on TV nearly every day with the best team of experts in the world briefing the public about the pandemic and the steps he is taking to fight it -- he has proven himself to be an incredibly capable leader. Joe Biden has only proven his need to retire. https://t.co/X7l3JMGBTz,0.0,0.0,False,False,False
"The MSM is STILL reciting Chinese propaganda, censoring White House press briefings, and attacking President Trump even AFTER numerous American journalists were expelled from China for reporting the truth about COVID-19. Which side is the MSM on? https://t.co/9oInjFwjqG",1.0,0.0,True,False,True
"The WHO Director was elected with full support from the Chinese Communist Party. When COVID-19 broke out, he downplayed response efforts costing thousands of American lives.

I wholeheartedly support President Trump’s decision to freeze funding from the World Health Organization. https://t.co/40QRVWbU5F",1.0,0.0,True,False,True
Proud to be endorsed by the New York State Conservative Party. https://t.co/XfuEEpoCcn,0.0,0.0,False,False,False
"Instead of working with Republicans to pass CLEAN bills that focus on COVID-19, Congressional Dems are working to secure more money for illegal aliens and failed government programs. It’s clear. The Dems care more about their radical agenda than helping the American workers. https://t.co/5BMfozXUBJ",1.0,0.0,True,False,True
