ad_creative_body,covid_final,other_final,covid,other,either
Our best guarantee of the First Amendment is our 2nd Amendment.,0.0,0.0,False,False,False
We can prevent human-trafficking and drug cartel smuggling by controlling our borders.,0.0,1.0,False,True,True
I'm being attacked by secret dark money groups out of the Washington swamp...it's time to set the record straight,0.0,1.0,False,True,True
I'm being attacked by secret dark money groups out of the Washington swamp...it's time to se the record straight...,0.0,1.0,False,True,True
"Sean Casten endorsed Joe Biden for President. It’s no surprise considering that both of them have used their connections to help out their cronies! They’ll raise our taxes to just protect themselves. 
#AllIn4Ives",0.0,1.0,False,True,True
"Unapologetically Pro-Life, Pro-Child, and Pro-Woman.",0.0,0.0,False,False,False
"Lt. Governor Geoff Duncan and I are working to implement conservative policies and delivering on our promises to Cherokee and North Fulton families. As the leader of the State Senate, I am humbled that he is confident in my bold ideas that will keep Georgia moving forward. 🚨 Post approved by Geoff Duncan. 🚨",0.0,0.0,False,False,False
"Sue Rezin promises RESULTS … so let’s take a look at hers... 

She  voted for a new grocery BAG TAX. 

RESULT? Would have imposed a 5-cent tax on every bag - that’s more than 100 bucks a year

She voted to hike VEHICLE REGISTRATION FEES by 50 PERCENT. 

RESULT? Another $100 tax hike yearly

She  voted to DOUBLE the GAS TAX. 

RESULT? four bucks gone on per fill-up

When it comes to RESULTS, SUE REZIN equals more taxes.",0.0,0.0,False,False,False
"We’re less than two weeks away from the Illinois primary and we’re fighting harder than ever for every last vote. Join our team and help lead us to victory on March 17th. 
#AllIn4Ives",0.0,0.0,False,False,False
"As the mother of 5 young adults, I don't want our children to be stuck paying for politicians' reckless spending. That's why I stood up against unbalanced budgets, tax hikes and crony bailouts as a state legislator - even when it meant standing alone.

Now, I am running for Congress to make sure the interests of your children and mine are represented in government.",0.0,0.0,False,False,False
"College is becoming too expensive for most families,  and often not giving students the skills they need to succeed. As a state legislator, I stood up to college boards and outrageous administrative costs. My reform bills have becomes the model for the state.  I have also promoted vocational training and apprenticeship programs that give workers the skills that industries actually need.

I am running for Congress to ensure that our children have access to the best opportunities for them - and don't start their lives strapped with debt.",0.0,0.0,False,False,False
"We must protect those that cannot protect themselves. I’ve consistently voted to protect the unborn, supported grants for crisis pregnancy centers to care for vulnerable women, and led in the effort reform foster care. #BeachForSenate",0.0,0.0,False,False,False
"I wrote the Keep Georgia Kids First Act, which requires Georgia's leading universities to reserve 90% of early admissions to in-state students. It's time to put Georgia students first! #BeachForSenate",0.0,0.0,False,False,False
"Come and join Jeanne at a rally to get out the vote!
All registered attendees will be entered into a raffle to attend an event featuring Congressman Dan Crenshaw at the NWSGOP Lincoln Day Dinner. Yard signs will be available! Let's fill the 6th with Jeanne for Congress signs, please RSVP if you want a sign so that we can bring the correct amount.  Yard sign RSVP by texting Signs to 630-812-7499.",0.0,0.0,False,False,False
"After Super Tuesday, Bernie and Biden are locked in a tight battle, and this is still after Bernie defended Fidel Castro. He and his followers embrace an ideology that goes against everything our country stands for and we can’t let them win. 
#AllIn4Ives",0.0,1.0,False,True,True
"After Super Tuesday, Bernie is running away with the nomination, and this is after he recently defended Fidel Castro. He and his followers embrace an ideology that goes against everything our country stands for and we can’t let them win. 
#AllIn4Ives",0.0,1.0,False,True,True
"“I look forward to partnering with Senator Beach in the years to come to lower healthcare costs, protect our families from gangs, enhance educational outcomes, and put hardworking Georgians first."" 
-Governor Brian Kemp",0.0,0.0,False,False,False
"Working with Governor Kemp, we are continuing to deliver record employment & low taxes while maintaining our commitment to conservative, pro-family and pro-Georgia policies. I am grateful to have Governor Brian Kemp's support in this election as we continue to work together for Cherokee and North Fulton families.",0.0,0.0,False,False,False
"When Sean Casten was asked what his top 3 priorities were, he gave the same answer: climate change, climate change, climate change. We need new leadership that will put Illinois first and focus on creating new jobs and lowering the costs of healthcare.
#AllIn4Ives",0.0,0.0,False,False,False
"When Sean Casten was asked what his top 3 priorities were, he gave the same answer: climate change, climate change, climate change. We need new leadership that will put Illinois first and focus on creating new jobs and lowering the costs of healthcare.

#AllIn4Ives",0.0,0.0,False,False,False
Democrats support giving Illegal aliens free health care - I disagree. Send me to Washington so I can work with President Trump to make sure our tax dollars go to help Americans. #jim2020 @IL14,0.0,1.0,False,True,True
"Help Dan Schwartz and President Trump stop Susie Lee from giving free healthcare, college and welfare to illegal immigrants. Sign the petition.",0.0,1.0,False,True,True
End taxpayer-funded abortions. Dan Schwartz is a strong defender of religious freedom who will fight to protect life.,0.0,0.0,False,False,False
It’s my dad's birthday. And I want you to be a part of a surprise we're preparing for him. Will you please take a moment to sign his birthday card and wish him a happy birthday? It would mean a lot to both of us to hear from you.,0.0,0.0,False,False,False
Sign the petition to stop Nancy Pelosi and the liberal Democrats who are trying to infringe on our 2A Rights!,0.0,1.0,False,True,True
Should Colorado plan to begin opening non-essential businesses? Take our survey!,0.0,0.0,False,False,False
"Congratulations to each of the 984 senior cadets who graduated today from the Air Force Academy in Colorado Springs. Thank you for your desire to serve our great country. 

We are fortunate that the class of 2020 is again among the best and brightest among us! 

And thank you Mr. Vice President — for your words of strength and encouragement during this challenging time.",0.0,0.0,False,False,False
"For those Coloradans economically impacted by the coronavirus and waiting for help — Let’s be clear. 

❌  The Paycheck Protection Program is the only fund that is out of money.

❌  Nancy Pelosi, Chuck Schumer and Democrats like Jason Crow are the ones holding it up.

Colorado small businesses and their employees are suffering because Democrats are playing politics with stimulus aid.",0.0,0.0,False,False,False
"House For Congress | Impact of Coronavirus On Our Communities, Churches & Health",0.0,0.0,False,False,False
"Excited to see that the AIR FORCE THUNDERBIRDS will be saluting “health care workers, first responders, military members and other essential personnel” this weekend above the heads of Air Force Academy graduates. 

Proud to hear the F-16 Fighting Falcon pilots will break with tradition and perform a series of community flyovers to honor Colorado’s frontline COVID-19 responders

THE RIGHT THING TO DO!

Vice President Mike Pence is scheduled to attend and deliver remarks.",0.0,0.0,False,False,False
"Steve House, his guests and those attending will discuss how culture, language and strong ties to religious organizations have played role in our response to COVID-19 and quarantines. 

Colorado’s 6th Congressional District includes many of our state’s most culturally diverse neighborhoods and communities. Join us for a Virtual Town Hall – Friday, April 17th at 6pm mountain time.",0.0,0.0,False,False,False
"This week’s House Happy Hour will focus on the lessons learned by Colorado millennials during this uncharted time of quarantine. What unique observations have these 22 to 37-year-olds made about working from home, socializing exclusively online or the challenges of relating to people from a distance during the most social time of their lives? 

Thursday, April 16th at 4pm mountain time.",0.0,0.0,False,False,False
FACT--Dan Rodimer was sued for forging someone else's signature on a bank loan for almost $1.5 million.,0.0,0.0,False,False,False
FACT--Dan Rodimer admitted to criminal battery for assaulting a person who tried to stop him from harassing a teenage girl.,0.0,1.0,False,True,True
"Dan Rodimer has a record of assault, harassment, fraud and forgery. Rodimer doesn’t share our values.",0.0,1.0,False,True,True
"Dan Rodimer has been sued for fraud and forgery, ripping off local small businesses and not paying his taxes. NINE TIMES.",0.0,1.0,False,True,True
FACT—Dan Rodimer was convicted of criminally assaulting a person who tried to stop him from harassing a teenage girl.,0.0,1.0,False,True,True
FACT—Dan Rodimer has been arrested for violent criminal assaults—THREE TIMES. And detained on a warrant for his arrest by federal law enforcement.,0.0,1.0,False,True,True
Let your voice be heard and let Rosemary know: Do you think China should be held responsible and pay for damage caused by COVID-19? VOTE NOW!,0.0,0.0,False,False,False
"Just a few days before Easter and what a marvelous surprise... 

Thank you, little Lauren!  You are a wonder and a joy. ❤️",0.0,0.0,False,False,False
Nancy Pelosi and liberal Kendra Horn held up coronavirus relief to advance their far-left agenda. They deserve to be fired. Do you agree? Add your name now!,0.0,1.0,False,True,True
China lied about the extent of the coronavirus outbreak in their country and now Americans are dying because of their lies. They need to be held accountable.,1.0,0.0,True,False,True
Winning in November starts today! Click here to join our team!,0.0,0.0,False,False,False
Dan Schwartz is an Outsider and Maverick who will stop the career politicians from wasting our money.,0.0,0.0,False,False,False
Let your voice be heard and let Rosemary know: Do you support pharmaceutical companies moving production back to the United States? VOTE NOW!,0.0,0.0,False,False,False
Let your voice be heard and let Rosemary know: Do you support unemployment insurance for independent contractors? VOTE NOW!,0.0,0.0,False,False,False
"We look forward to discussing the latest research surrounding the Coronavirus pandemic and the early positive medical data concerning the use of Hydroxychloroquine
 as a treatment for COVID-19. 

YOU’RE INVITED to this important interactive event Tuesday at 4:30pm mountain time here on the House For Colorado Facebook page. 

https://mailchi.mp/992452c17c1e/steve-house-republican-nominee-for-us-congress",0.0,0.0,False,False,False
"We will make healthcare as transparent, available and as easy to purchase as buying a book on Amazon. 

YOU’RE INVITED — We’re discussing the future of America’s healthcare policy and how it will affect you and your family. 

It is time for a patient-centered approach that increases access, lowers costs, and protects our most vulnerable population.",0.0,0.0,False,False,False
"I’m thinking about all of my many neighbors today who, like Donna and me, look forward to the spiritual guidance and fellowship we receive at services each week. 

As we now self isolate, many of us are feeling a tug at our hearts, sensing the loss of the shared grace and blessings that weekly religious gatherings provide us. 

On this Sunday, I am reminded of Matthew — “Whenever two or three of you come together in my name, I am there with you.” 

As we come together as a nation to crush this coronavirus.  Be strong — The faith we hold in ourselves and the faith we hold in each other can be a beacon of hope.

We will come back, better than ever before!",0.0,0.0,False,False,False
"Thank You Delegates and My Fellow Republicans!

I cannot express my gratitude enough for your commitment as a patriot during this unusual and unprecedented assembly process but for your confidence in our campaign and my vision for better and stronger Colorado. 

Thank you for all that you have done and will do in the future for our campaign, our state and in our righteous effort to CONTINUE MAKING AMERICA GREAT! 

God Bless You and America! 

Steve",0.0,0.0,False,False,False
"I ACCEPT  -- A lot has happened since I last stood before you, either as your state party chairman or as a delegate to the RNC convention in 2016, where I would vote to nominate one of the most dynamic and important presidents in American history. 

America has been through an unprecedented time of growth and prosperity where our standing in the world, from improved trade deals to the regrowth of manufacturing to strengthening our military, have positioned us for one of the best decades in our history.

And now we find ourselves with perhaps our greatest challenge as a nation. The America I know and love is rising to the occasion once again to address this virus, the loss of jobs and the fears we have about the economy. I know we will come back.

I see it happening in Colorado communities as we work together in ways we have never before. My confidence in America; my optimism about our future has not changed.

I proudly accept the nomination to represent my Colorado neighbors and to serve honorably in the United States Congress, to uphold our values and to always protect both our citizens and the rights inscribed within the U.S. Constitution. 

God bless Colorado and may God continue to bless America!

www.HouseForColorado.com",0.0,0.0,False,False,False
"We need bold, strong leaders to fight for real solutions. Click here to learn more!",0.0,0.0,False,False,False
China lied and caused a global pandemic. Join us to help hold China accountable!,0.0,0.0,False,False,False
"I hope during this tough time that you and your family are safe and healthy. As a concern for the health and well-being of our supporters, the campaign has postponed all events for the next several weeks. Unfortunately, that leaves us short of our fundraising goal. I am doing all that I can to finish this quarter strong - but I can’t do it alone. If you are in the position, would you please consider an end of quarter contribution?",0.0,0.0,False,False,False
"Thank you to each Colorado assembly delegate for their service & dedication... This year most especially. 

We’ll be visiting with each of you this year digitally through town halls, emails, phone calls and videos like this one. —> Please know these extra layers of technology are to maintain the health of all Coloradans and we are here - as always - to respond to each of your questions! 

First up, Arapahoe County...",0.0,0.0,False,False,False
"Remembering the service and sacrifice of a generation of proud Americans on this National Vietnam War Veterans Day.

We must never forget and never miss the opportunity to say THANK YOU!",0.0,0.0,False,False,False
"‪Looking forward to sharing my vision for a Colorado where we will all prosper together in that SHINING CITY ON THE HILL! 

CD6 Candidate Forum streaming live on the Colorado Hispanic Republicans Facebook page tonight —  6:30 - 8:30 PM.  

https://facebook.com/events/s/chr-cd6-candidates-socially-di/3686728514676073/?ti=icl",0.0,0.0,False,False,False
"The RIGHT kind of help is on the way for Colorado businesses --> thanks to Congressional Republicans and House Minority Leader Kevin McCarthy... 

If you are a small business owner, you are most probably sitting around a kitchen table right now trying to make tough decisions about how to pay employees, rent or trying to figure out how to keep the lights on! 

With the CARES Act, Colorado small business owners will be able to get a loan and if you keep paying your employees and your rent --> that portion of the loan is forgiven.

The RIGHT kind of help is on the way!",0.0,0.0,False,False,False
"Don’t forget to join us for our Facebook Live townhall about COVID-19 tonight at 5:30PM. We are fortunate to have Dr. Susan Chambers, founder of Lakeside Hospital, and Cathy Cruzan, President at Funds for Learning, joining us as co-hosts. RSVP on Facebook now at facebook.com/events/706562203417392/ to receive a reminder before we go live.",0.0,0.0,False,False,False
"In light of the ongoing coronavirus outbreak, I will be hosting a Facebook Live townhall tomorrow at 5:30PM regarding COVID-19, and I want to hear from you. During this event, we are fortunate to have Dr. Susan Chambers, founder of Lakeside Hospital, and Cathy Cruzan, President at Funds for Learning, joining us as co-hosts as well. RSVP on Facebook now at facebook.com/events/706562203417392/ to receive a reminder before we go live.",0.0,0.0,False,False,False
"In light of the ongoing coronavirus outbreak, I will be hosting a Facebook Live town hall tomorrow at 5:30PM regarding COVID-19, and I want to hear from you. During this event, we are fortunate to have Dr. Susan Chambers, founder of Lakeside hospital, and Cathy Cruzan, President at Funds for Learning, joining us as co-hosts as well. RSVP on Facebook now at facebook.com/events/706562203417392/ to receive a reminder before we go live.",0.0,0.0,False,False,False
{{product.brand}},0.0,0.0,False,False,False
"The Dow Jones Industrial Average surged more than 2,000 points today —> its biggest ever point gain! 

The markets rebounding more than 11% for its best day since 1933.... logging the best day in 87 years! 

Investors hoping that Congressional Democrats like Nancy Pelosi and Jason Crow stop obstructing and pass a stimulus package to help American families and small businesses who are suffering during the Coronavirus shutdown.",0.0,0.0,False,False,False
Dan Schwartz and President Trump are outsiders with the courage and experience to shake up the political system.,0.0,0.0,False,False,False
"LEAD WITH HOPE —> There is some encouraging news from Florida today. 

A 52 year-old man diagnosed with coronavirus joins others to claim he was saved from certain death by an anti-malaria drug touted as a possible treatment by President Trump.

From everything our team of healthcare professionals is seeing —> clinical trials for Hydroxy Chloroquine and Erythromycin look extremely promising. 

Excellent news! 

Get updates at the Centers for Disease Control and Prevention website — CDC.gov.",0.0,0.0,False,False,False
"After the U.S. Senate worked through the weekend on a bipartisan stimulus package that would bring much-needed resources to American workers and businesses,  Nancy Pelosi parachuted into Washington after a week-long vacation to tank the bill.

The refusal to act swiftly by Democrats like Nancy Pelosi and Jason Crow has delayed America’s measured response to the impacts of the coronavirus. Because of the Democrats inability to lead effectively, more Coloradans are now at risk of losing their jobs or their homes or possibly worse...  are at a greater risk of becoming sick. 
 
There are growing signs of hope regarding this virus and potential solutions —> What we don’t need is more pork and over a thousand pages of legislation full of things that aren’t even relevant.",0.0,0.0,False,False,False
"Rosemary Becchi reached out to doctor and U.S. Senator Bill Cassidy to discuss COVID-19 and economic relief packages New Jersey families can expect in the coming weeks. 

https://becchiforcongress.com/",0.0,0.0,False,False,False
"I’m disappointed in Governor Polis’ unnecessary attacks on the federal government and the president during this evening’s press conference. 

This was his opportunity to provide a much needed update on the tremendous work being done by healthcare workers, business owners and volunteers. Instead of sharing his frustration, he should have acknowledged the many painful and difficult sacrifices being made by hundreds of thousands of Coloradans. 

—> This is America’s moment to lead with Hope! 

For instance, just this coming week, doctors and researchers will begin testing two promising new COVID-19 treatments — Hydroxy Chloroquine and Erythromycin. 

We should all pray the results mirror what has been seen in other countries — because it would change the curve of this virus and bring America the victory we need right now. 

Politicizing public health at a time of emergency — at the potential cost of lives and family paychecks — is never an example of true leadership or humanity. 

There is so much promise ahead... This is truly our moment to lead with Hope.",0.0,0.0,False,False,False
"My faith tells me that each new life is precious and should be nurtured, treasured and held in the light of wonder and glory... as each of us were made in the image of God.

When I’m elected to Congress,  I will represent every Coloradan —> this generation and the many generations still to come.",0.0,0.0,False,False,False
"While many of our neighbors are concerned about their immediate family’s health or the health of elderly friends and family members, there are also new fears surrounding the uncertainty of the loss of jobs, our nation’s financial markets and businesses. 

While these are real concerns, we are also experiencing an unprecedented moment when our neighbors are supporting each other, employers are caring for their staffs and Colorado families are spending time at home caring and praying for one another. 

We are also witness to the reinvention of America’s culture of rapid solutions. Meeting and exceeding the need to defeat any foe, problem or healthcare challenge is simply what America does well.  

From the Greatest Generation mobilizing our nation to crush fascism, to sending a man to the moon and returning him safely to earth, to being the first nation in history to recognize that it’s citizen’s Rights and Liberty are granted by God and no man. 

Yes, many of our fellow Coloradans are concerned and possibly afraid — but this a moment that we Americans have experienced, met and overcome before.  I believe we will again. 

And I also believe in US!",0.0,0.0,False,False,False
Will you help us defeat Kendra Horn and send President Trump an ally in Congress? Join our team by chipping in $10 today!,0.0,0.0,False,False,False
"As with any unknown, we should prepare for the worst but always choose facts over hysterical reaction. 

More online education, increased telemedicine, web conferencing  — these are opportunities to innovate for our future!",0.0,0.0,False,False,False
Dan Schwartz and President Trump are outsiders with the courage and experience to shake up the political system. Click here to join them!,0.0,0.0,False,False,False
"Stand with President Trump to stop the socialists from giving free healthcare, college and welfare to illegal immigrants. Sign the petition.",0.0,0.0,False,False,False
President Trump’s economic plan has slashed unemployment to a record low and put millions of people back to work. Sign here to support the President.,0.0,0.0,False,False,False
Elizabeth Warren dropped out of the presidential race to help socialist Bernie Sanders get elected. Sign the petition to stop their Socialist Agenda.,0.0,1.0,False,True,True
Here’s a newsflash for the mainstream media: There is nothing cowardly or foolish about trusting in our God to protect us. I stand with Vice President Pence and join him in prayer for our nation.,0.0,0.0,False,False,False
"Under eight years of the Obama administration, we outsourced our healthcare and pharmaceuticals to China —> leaving the United States vulnerable and exposed. 

Today, I am much more concerned that a child will die of a simple infection — than of the Coronavirus.  As long as China produces and controls our antibiotic stockpiles — American’s health is at risk.",1.0,0.0,True,False,True
"CAUCUSING  — I’ve enjoyed speaking to motivated voters today at more than a half dozen locations all over CD6... 

Colorado Republicans are fired up and ready for a Congressman with experience, vision, proven leadership and the ability to get things done!",0.0,0.0,False,False,False
"ICYMI — Had a terrific opportunity to discuss the future of America’s healthcare system with Douglas County Republicans... 

“Under the Democrats, we have left our country’s fate in the hands of China — who now produces our most critical drugs.  China, who is at best an adversary and at worst our biggest enemy.

We are going to bring back drug manufacturing to America where it belongs and reduce the cost to you at the same time.”",0.0,0.0,False,False,False
"Great questions this evening in Summit County concerning —> protecting our healthcare choices while lowering costs, ensuring our borders are secure, lowering the cost of higher education and keeping our environment pristine for future generations.

Let there be no mistake —> SUMMIT COUNTY is fired up!",0.0,0.0,False,False,False
"It is unimaginable that America or Americans would embrace the disastrous socialist ideologies of the past. 

And it is not conjecture to say that —> SOCIALISM has destroyed economies, left people broken and too often starving... SOCIALISM has brought about brutal dictatorships that deprived people of the freedoms guaranteed to each American under our Bill of Rights — including our freedom of speech, of the press and of religion.

SHARE IF, LIKE ME —> You could not support anyone elected who supports socialism.",0.0,1.0,False,True,True
"It’s a big night for Jason Crow... He and his Colorado party have chosen a Democratic socialist for president of —> what has always been “the land of the free and home of the brave...”

While Jason Crow and Colorado Democrats have chosen to openly embrace the failed socialist ideas of the past —> I continue to believe in the fundamental principles of our country and of Americans. 

Unlike socialist, I have unaltered faith in free markets and free people  — to make their own choices and plot their own course.",0.0,0.0,False,False,False
"KEEP YOURSELF HEALTHY.  REPORT CORONAVIRUS SYMPTOMS TO YOUR DOCTOR: RUNNY NOSE, COUGH, SORE THROAT, HEADACHE, AND FEVER.  IT MAY ONLY BE A COLD, BUT LET A MEDICAL PROFESSIONAL DECIDE. http://j.mp/2PFADUS",0.0,0.0,False,False,False
Steve House is running for Congress because we can do better. Click here to join him!,0.0,0.0,False,False,False
Click here to add your name and join the fight to stop their socialist agenda!,0.0,0.0,False,False,False
"That’s a huge difference between me and Rep. Crow... He believes he’s entitled and the seat he holds in Congress is HIS. 

I believe —> public service is a privilege and the 6th Congressional District seat belongs to the People.",0.0,0.0,False,False,False
"While the coronavirus is a serious health concern, the United States and President Trump are correct to calm panic while also preparing for the spread of this contagious and possibly deadly flu-like illness. 

I believe, it’s important to manage any potential crisis — without making a crisis happen through political dissension.  A time of crisis is not just a time of anxiety and worry...  It gives us a chance to choose well. 

The president is correct to restrict travel into the U.S. — a decision that possibly saved untold numbers from contracting this illness, a step that bought us time to understand this virus and plan for ways to avoid it becoming a crisis here. 

At this critical time, I ask leadership on both sides of the aisle to disdain the opportunity to criticize —> and instead be real leaders who contribute to the solution instead of putting American’s at risk for their own political gain.",0.0,0.0,False,False,False
Who do YOU think is best fit to represent our #NJ3 values in Washington and BEAT Andy Kim in November? WATCH and JOIN #TeamKate today! #NJ3,0.0,0.0,False,False,False
"Like President Trump, Terry Neese is a conservative outsider and job-creator who will deliver for Oklahoma. Help Terry get to Congress by joining Team Neese today!",0.0,0.0,False,False,False
Help Terry Neese stop the spread of socialism. Sign your name to our petition today to help us win back the 5th District in 2020!,0.0,0.0,False,False,False
"I am very much looking forward to debating Jason Crow in the coming months...  He of course see’s Americans as simple sheep that must be herded by the government... and protected from ourselves. 

While I believe, Americans are at our best and most prosperous when we and markets are left free from interference and regulation.  Free from government burdens, hindrances and the long ago failed ideals of socialist. 

I am confident which path Coloradans prefer.",0.0,0.0,False,False,False
"With Comrade Bernie close to clenching the Democratic nomination, we need to be prepared to stop him and his radical socialist agenda this fall. Will you help President Trump and me keep our country free of socialism by chipping in right now?",0.0,1.0,False,True,True
"This will be the most important election in our lifetime. We need a free, prosperous country with Donald Trump as President.",0.0,0.0,False,False,False
"CONGRATULATIONS DEMOCRATS —> Looks like you’ve got your frontrunner!

The socialist who even Hillary Clinton beat in 2016, the multimillionaire who calls ‘wealth immoral’ and the 30+ year federal employee who wants to take away YOUR healthcare.

Democrats —>  WELL DONE YOU!",0.0,1.0,False,True,True
"We’ve heard it so many times... #CrowGottaGo! 

Share if you agree.",0.0,0.0,False,False,False
"LOWERING HEALTHCARE COSTS —> You and I would never rent a hotel room, buy a car or even buy a pair of shoes without asking the price... but hospitals and drug companies often bill patients for services they were never told their cost up front. 

Knowing the price of our healthcare and shopping for the best price and provider —> lowers costs and increases choice. 

Listen to more about my plan to cure America’s ailing healthcare system by lowering costs and putting you in control of choice and quality. 

Thank you to Dr. Julia Plevnia (Colorado State Surgeon) and Dr. Kelly Victory, who both helped shape our winning healthcare plan.

https://www.podbean.com/eu/pb-9ydm4-d488a7",0.0,0.0,False,False,False
"GREAT TURNOUT!  Attended the Global Chamber meeting in Aurora this morning... 

Such an outpouring of support for intelligent development within our community and how regional transportation issues will play a major factor in how we plan for Aurora’s spectacular future. 

The human spirit is limitless — the potential for greatness lives in each and everyone of us!",0.0,0.0,False,False,False
"Blessed to join so many longtime friends, Coloradans and fellow patriots to see President Trump in Colorado Springs. 

The President and Vice President Pence made it crystal clear —> both would fight for Colorado, for Cory Gardner’s reelection and for America and the Constitution! 

It was an awesome day for Colorado and the United States of America!",0.0,0.0,False,False,False
Always proud to welcome President Trump to our great state of Nevada and look forward to working with him to win! #NV04 #MAGA #KAG,0.0,0.0,False,False,False
"Tonight, the Democrat front-runners for president showed us exactly why we must be united this year. We can’t let a radical socialist, or an out-of-touch liberal billionaire, steal this election from the American people. Chip in today to help President Trump and I win this fall!",0.0,1.0,False,True,True
"GREAT NEWS — I am very proud to share with you that today the National Republican Congressional Committee (NRCC) has upgraded our campaign for U.S. Congress to ‘Contender Status’ within the prestigious ‘Young Gun’s’ rising star’s program.

While this is a tremendous acknowledgement of the momentum and outpouring of support for our campaign, it is also more proof that real people – with growing families, average paying jobs and fears concerning skyrocketing education and healthcare costs – are looking for new leaders who understand their problems and have real solutions that make sense.

I am honored that so many Republican, Democrat and unaffiliated voters have joined us. I am now even more confident that we will win in November and put the focus back on the needs of Coloradans – and off Washington insider politics! 

https://mailchi.mp/e39d83f767b4/candidate-for-congress-exceeded-benchmark",0.0,0.0,False,False,False
"#COVID-19 in Pinellas video recording below 👇
We discussed a wide range of topics at our Virtual Roundtable event :

👉Central Florida #COVID19 🦠 numbers vs. South Florida and our best practices
👉Z-PAK and Hydroxychloroquine for use in treating COVID-19 patients but issues for patients with underlying heart issues
👉Benefits of wearing cloth masks
👉Mobile testing units in 55+ communities

Thank you to all who joined to hear from Former St. Petersburg Mayor Rick Baker and Dr. Sunit Srivastava, Founder of Legacy Medical Health and Chief of Medicine at Largo Medical Center. #FL13

https://zoom.us/rec/play/vZIocuygqG83GdCV5QSDAfF5W464ev6sgSMa_KBenxvgB3MGNlqnNLQTZ-bxGNdazSr_uSivTBMuZhQO",0.0,0.0,False,False,False
Support Melania Trump’s birthday today! Don’t miss an opportunity to celebrate our First Lady by leaving her a small note and signing her card here ⬇️,0.0,0.0,False,False,False
First Lady Melania Trump deserves a huge celebration for her special day! Let’s give her the BEST birthday card possible. Sign her card today 🎉,0.0,0.0,False,False,False
"🎉 First Lady Melania Trump’s birthday is soon. She deserves a huge celebration 🎉 
Sign her card now.",0.0,0.0,False,False,False
"Omar Blanco is on the front lines fighting the COVID-19 pandemic. Here are personal and business resources as we work together to stop the spread. 

Stay safe. Stay vigilant. Stay home.",0.0,0.0,False,False,False
"Join me this Sunday at 2pm for a Zoom/virtual webinar discussion with former St Pete Mayor Rick Baker and Chief of Medicine at Largo Med Ctr Dr Sunit Srivastava, as we discuss Pinellas County as it relates to #COVID19 🦠 Click the link 👉🏻 to register https://zoom.us/webinar/register/WN_heDt-QTpTTWGK1cF-jnnUg #FL13",0.0,0.0,False,False,False
"I'm George Buck (R), a conservative America-first Republican running for Congress in Florida's 13th District. We must defeat turn-coat liberal Charlie Crist (D) who is in that seat now. Will you help me reach my goal of 200 donations? Please contribute $5, $10, $15 or more before the important end of the month deadline. Time is short. Thank you so much. -George Buck, Jr. 🇺🇸",0.0,0.0,False,False,False
Biden is 100% backing radical issues like the Green New Deal and deportation freezes. Who will win in 2020: Trump or Biden? Take the people’s poll 🇺🇸,0.0,1.0,False,True,True
"Joe Biden is leading the Democrat polls, but who will win when it comes POLL TIME? Biden who supports a radical deportation freeze or Trump who is safeguarding our nation, families, and its military? Take the people’s poll today ⬇️",0.0,0.0,False,False,False
Joe Biden radically expressed he would support the Green New Deal. Is that what you want to get behind in 2020? Take the people’s poll 👇 👇,0.0,0.0,False,False,False
"When it comes to climate change, Bernie Sanders and Joe Biden agree on almost ALL policies. Who will you support in 2020: Trump or Biden (AKA Bernie)? POLL HERE >>>",0.0,0.0,False,False,False
"Donna Shalala had an opportunity to denounce Bernie Sanders' disgusting statements defending Fidel Castro. Instead, she chose to skip the vote. Maria Elvira Salazar will always stand against socialism. Support Maria Today!",0.0,1.0,False,True,True
"My parents fled the oppressive socialisist regime of Fidel Castro seeking their own shot at the American Dream. But now, Democrats like Bernie Sanders are embracing socialist policies that will destroy the American Dream. Help Maria defend the American Dream for generations to come!",0.0,1.0,False,True,True
"Bernie Sanders has been defending and praising socialist dictators his entire career. Now, the American people deserve an answer. Why does Bernie Sanders defend socialist dictators?",0.0,1.0,False,True,True
"Read 👇🏼 what Squad member Rashida Tlaib said about National Day of Prayer. As a Conservative Christian and at a time when our leaders should work together to help our nation, I won't stand for her rhetoric on prayer and our President Donald Trump.  

Please contribute 👉🏼 amandamakki.com #FL13",0.0,0.0,False,False,False
"Bernie Sanders and AOC are pushing a false and dangerous narrative about socialism.  One of fairness and equality.  They don't want you to know about the side effects of government oppression, famine, rationing, violence, and suppression of freedom and human rights.  I survived socialism in China and I am running for Congress to stand up to the new wave of socialism in America.  Please join our campaign!",0.0,1.0,False,True,True
"Here's a friendly reminder to get out and vote early through this weekend or vote Tuesday, March 17, for President Donald J. Trump!",0.0,0.0,False,False,False
📣 Leadership and grassroots organizations are uniting behind my candidacy to defeat Charlie Crist and take back the House in November! 🇺🇸 Let’s flip #FL13! Join our team by clicking the link to donate! 👇🏻 https://secure.winred.com/amanda-makki-for-congress/donate #FlaPol,0.0,0.0,False,False,False
"Bright and early and the first to vote for President Donald J. Trump this morning! Early voting has begun! Get out and vote, Pinellas! #FL13 #FlaPol 🗳🇺🇸",0.0,0.0,False,False,False
Spotted: #TeamMakki at Wagon Wheel Flea Market today! #FL13,0.0,0.0,False,False,False
Yukong Zhao survived socialist China and thrives in capitalist America. He will defend America's founding principles and fight against socialism!,0.0,1.0,False,True,True
